i http://cobra-language.com/docs/acknowledgements https://en.wikipedia.org/wiki/Python_(programming_language) 1 7
i http://doc.pypy.org/en/latest/stackless.html https://en.wikipedia.org/wiki/Python_(programming_language) 1 1
i http://nondot.org/sabre https://en.wikipedia.org/wiki/Python_(programming_language) 1 29
i http://www.artima.com/intv/pythonP.html https://en.wikipedia.org/wiki/Python_(programming_language) 1 27
i http://www.artima.com/weblogs/viewpost.jsp?thread=147358 https://en.wikipedia.org/wiki/Python_(programming_language) 1 11
i http://www.wayforward.net/pycontract https://en.wikipedia.org/wiki/Python_(programming_language) 1 7
i https://11l-lang.org/transpiler https://en.wikipedia.org/wiki/Python_(programming_language) 1 8
i https://ami.wikipedia.org/wiki/Sa%E2%80%99ayayaw_pising_no_tyin-naw https://en.wikipedia.org/wiki/Python_(programming_language) 2 2
i https://az.wikipedia.org/wiki https://en.wikipedia.org/wiki/Python_(programming_language) 2 1
i https://az.wikipedia.org/wiki/Python_(proqramla%C5%9Fd%C4%B1rma_dili) https://en.wikipedia.org/wiki/Python_(programming_language) 1 1
i https://cy.wikipedia.org/wiki/Python_(iaith_raglennu) https://en.wikipedia.org/wiki/Python_(programming_language) 1 2
i https://docs.python.org/3.2/tutorial/controlflow.html https://en.wikipedia.org/wiki/Python_(programming_language) 1 2
i https://docs.python.org/3/faq/general.html https://en.wikipedia.org/wiki/Python_(programming_language) 1 3
i https://docs.python.org/3/library/typing.html https://en.wikipedia.org/wiki/Python_(programming_language) 1 1
i https://docs.python.org/faq/general.html https://en.wikipedia.org/wiki/Python_(programming_language) 1 3
i https://docs.python.org/reference/datamodel.html https://en.wikipedia.org/wiki/Python_(programming_language) 1 1
i https://en.wikipedia.org/wiki/Elizabeth_I https://en.wikipedia.org/wiki/Python_(programming_language) 2 1
i https://en.wikipedia.org/wiki/File:The_Prophet_Muhammad_and_the_Muslim_Army_at_the_Battle_of_Uhud,_from_the_Siyer-i_Nebi,_1595.jpg https://en.wikipedia.org/wiki/Python_(programming_language) 2 1
i https://en.wikipedia.org/wiki/Mary_I https://en.wikipedia.org/wiki/Python_(programming_language) 2 1
i https://eo.wikipedia.org/wiki https://en.wikipedia.org/wiki/Python_(programming_language) 2 1
i https://eo.wikipedia.org/wiki/Python_(programlingvo) https://en.wikipedia.org/wiki/Python_(programming_language) 1 1
i https://hr.wikipedia.org/wiki https://en.wikipedia.org/wiki/Python_(programming_language) 2 1
i https://hr.wikipedia.org/wiki/Python_(programski_jezik) https://en.wikipedia.org/wiki/Python_(programming_language) 1 1
i https://lwn.net/Articles/802777 https://en.wikipedia.org/wiki/Python_(programming_language) 1 1
i https://lwn.net/Articles/885854 https://en.wikipedia.org/wiki/Python_(programming_language) 1 4
i https://mail.python.org/pipermail/python-dev/2000-August/008881.html https://en.wikipedia.org/wiki/Python_(programming_language) 1 1
i https://mail.python.org/pipermail/python-dev/2002-April/022739.html https://en.wikipedia.org/wiki/Python_(programming_language) 1 9
